cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
263,266,FORESTERS,Alert,Y,,, Registered Trademark For Insurance And Financial Services.   See Subject Matter Expert. You may be able to use this term if it is not related to insurance and financial services. Ie: Forester's Restaurant Inc.,
264,670,SAVING,Professional Body,Y,N, Financial Institutions Commission (Ficom),,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
264,671,SAVINGS,Professional Body,Y,N, Financial Institutions Commission (Ficom),,Use Of This Term Requires Written Consent From The Financial Institutions Commission (Ficom). Review Http://Www.Fic.Gov.Bc.Ca/ Complete Http://Www.Fic.Gov.Bc.Ca/Pdf/Ficomforms/Nameapproval.Pdf. Please Scan Your Consent To bcregistries@gov.bc.ca
265,27,APOTHECAR,Professional Body,Y,N,,Note Non-Pharmacies May Be Prohibited From Using This Term By The College Of Pharmacists Of British Columbia. ,Use Of This Term Requires Written Consent From The College Of Pharmacists For Further Information At 1 800 663-1940 Or 604 733-2440. Please Scan Your Consent To bcregistries@gov.bc.ca
265,666,RX,Professional Body,Y,N,,Note Non-Pharmacies May Be Prohibited From Using This Term By The College Of Pharmacists Of British Columbia. ,Use Of This Term Requires Written Consent From The College Of Pharmacists For Further Information At 1 800 663-1940 Or 604 733-2440. Please Scan Your Consent To bcregistries@gov.bc.ca
266,220,DISPENSARY,Professional Body,Y,N,,Note Non-Pharmacies May Be Prohibited From Using This Term By The College Of Pharmacists Of British Columbia. ,Use Of This Term Requires Written Consent From The College Of Pharmacists For Further Information At 1 800 663-1940 Or 604 733-2440. Please Scan Your Consent To bcregistries@gov.bc.ca
267,532,PRESCRIPTION,Professional Body,Y,N,,Note Non-Pharmacies May Be Prohibited From Using This Term By The College Of Pharmacists Of British Columbia. ,Use Of This Term Requires Written Consent From The College Of Pharmacists For Further Information At 1 800 663-1940 Or 604 733-2440. Please Scan Your Consent To bcregistries@gov.bc.ca
267,533,PRESCRIPTIONS,Professional Body,Y,N,,Note Non-Pharmacies May Be Prohibited From Using This Term By The College Of Pharmacists Of British Columbia. ,Use Of This Term Requires Written Consent From The College Of Pharmacists For Further Information At 1 800 663-1940 Or 604 733-2440. Please Scan Your Consent To bcregistries@gov.bc.ca
268,84,BIKRAM,Professional Body,Y,Y,Bikram'S Yoga College Of India Los Angeles Ca,,Use Of This Term Requires Written Consent From Bikram'S Yoga College Of India Los Angeles Ca. Please Scan Your Consent To bcregistries@gov.bc.ca
268,85,BIKRAMS,Professional Body,Y,Y,Bikram'S Yoga College Of India Los Angeles Ca,,Use Of This Term Requires Written Consent From Bikram'S Yoga College Of India Los Angeles Ca. Please Scan Your Consent To bcregistries@gov.bc.ca
269,45,AUTHORIZED,Goverment,N,,, Word Not Allowed As It Implies Government Approval ,
270,471,OPPORTUNITIES,Goverment,Y,,,Use Of This Term Is Not Available With The Word BC Or A Variation Of BC Due To The Ministry Of Management Services Intended Use. ,
270,472,OPPORTUNITY,Goverment,Y,,,Use Of This Term Is Not Available With The Word BC Or A Variation Of BC Due To The Ministry Of Management Services Intended Use. ,
273,311,HOSPITALIST,Professional Body,Y,Y,"The College Of Physicians & Surgeons Of British Columbia 400 - 858 Beatty Streetvancouver, Bc V6B 1C1 Tel: 604 733-7758 Or 1-800-461-3008",,"Use Of This Term Requires Written Consent From The College Of Physicians & Surgeons Of British Columbia 400 - 858 Beatty Streetvancouver, Bc V6B 1C1 Tel: 604 733-7758 Or 1-800-461-3008. Please Scan Your Consent To bcregistries@gov.bc.ca "
273,312,HOSPITALISTS,Professional Body,Y,Y,"The College Of Physicians & Surgeons Of British Columbia 400 - 858 Beatty Streetvancouver, Bc V6B 1C1 Tel: 604 733-7758 Or 1-800-461-3008",,"Use Of This Term Requires Written Consent From The College Of Physicians & Surgeons Of British Columbia 400 - 858 Beatty Streetvancouver, Bc V6B 1C1 Tel: 604 733-7758 Or 1-800-461-3008. Please Scan Your Consent To bcregistries@gov.bc.ca "
277,459,OCCUPATIONAL THERAPIST,Professional Body,Y,Y,The College Of Occupational Therapists Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Occupational Therapists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
277,460,OCCUPATIONAL THERAPISTS,Professional Body,Y,Y,The College Of Occupational Therapists Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Occupational Therapists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
277,461,OCCUPATIONAL THERAPY,Professional Body,Y,Y,The College Of Occupational Therapists Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Occupational Therapists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,171,CONTACT LENS FITTER,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,172,CONTACT LENS FITTERS,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,221,DISPENSING OPTICIAN,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,222,DISPENSING OPTICIANS,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,473,OPTICIAN,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
278,474,OPTICIANS,Professional Body,Y,Y,The College Of Opticians Of British Columbia,,Use Of This Term Requires Written Consent From The College Of Opticians Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca 
279,390,LICENSED GRADUATE PSYCHIATRIC NURSE,Professional Body,Y,Y,The College Of Registered Psychiatric Nurses Of British Columbia -Usage Restricted To Proprietorships And Partnerships Only.,Usage Restricted To Proprietorships And Partnerships Only.,Use Of This Term Requires Written Consent From The College Of Registered Psychiatric Nurses Of British Columbia .  Please Scan Your Consent To bcregistries@gov.bc.ca 
279,610,REGISTERED PSYCHIATRIC NURSE,Professional Body,Y,Y,The College Of Registered Psychiatric Nurses Of British Columbia -Usage Restricted To Proprietorships And Partnerships Only.,Usage Restricted To Proprietorships And Partnerships Only.,Use Of This Term Requires Written Consent From The College Of Registered Psychiatric Nurses Of British Columbia .  Please Scan Your Consent To bcregistries@gov.bc.ca 
279,611,REGISTERED PSYCHIATRIC NURSES,Professional Body,Y,Y,The College Of Registered Psychiatric Nurses Of British Columbia -Usage Restricted To Proprietorships And Partnerships Only.,Usage Restricted To Proprietorships And Partnerships Only.,Use Of This Term Requires Written Consent From The College Of Registered Psychiatric Nurses Of British Columbia .  Please Scan Your Consent To bcregistries@gov.bc.ca 
279,662,RPN,Professional Body,Y,Y,The College Of Registered Psychiatric Nurses Of British Columbia -Usage Restricted To Proprietorships And Partnerships Only.,Usage Restricted To Proprietorships And Partnerships Only.,Use Of This Term Requires Written Consent From The College Of Registered Psychiatric Nurses Of British Columbia .  Please Scan Your Consent To bcregistries@gov.bc.ca 
280,11,ACUPUNCTURE,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,12,ACUPUNCTURIST,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,13,ACUPUNCTURISTS,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,145,CHINESE MEDICINE,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,225,DOCTOR OF TRADITIONAL CHINESE MEDICINE,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,706,TCM,Professional Body,Y,,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,You may be able to use this term if it is not related to health and wellness services. Ie: TCM Masonry Ltd.,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,719,TRADITIONAL CHINESE MEDICINE HERBALIST,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
280,720,TRADITIONAL CHINESE MEDICINE PRACTITIONER,Professional Body,Y,Y,The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia                                                    ,,Use Of This Term Requires Written Consent From The College Of Traditional Chinese Medicine Practitioners And Acupuncturists Of British Columbia. Please Scan Your Consent To bcregistries@gov.bc.ca                                      
281,224,DOCTOR OF PODIATRIC MEDICINE,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,518,PODIATRIC,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,519,PODIATRIC DOCTOR,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,520,PODIATRIC DR,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,521,PODIATRIST,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,522,PODIATRISTS,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
281,523,PODIATRY,Professional Body,Y,Y,"The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver     V7P 0A3   (604)986-0403",,"Use Of This Term Requires Written Consent From The College Of Podiatric Surgeons Of Bc., 101-850 Harbourside Dr; N. Vancouver V7P 0A3 Ph:  (604)986-0403. Please Scan Your Consent To bcregistries@gov.bc.ca "
282,40,AUDIOLOGIST,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,41,AUDIOLOGY,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,42,AUDIOMETRIC,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,43,AUDIOMETRY,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,295,HEARING AID,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,296,HEARING INSTRUMENT PRACTITIONER,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,688,SPEECH,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
282,689,SPEECH LANGUAGE,Professional Body,Y,Y,The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org,,Use Of This Term Requires Written Consent From The College Of Speech And Hearing Health Professionals Of Bc (604)568-1568 Www.Cshhpbc.Org. Please Scan Your Consent To bcregistries@gov.bc.ca
283,244,EMERGENCY MEDICAL ASSISTANT,Professional Body,Y,Y,The Emergency Medical Assistants Licensing Board Po Box 9625 Stn Prov Govt Victoriabc V8W 9P1 Ph 250 952 - 4203,,Use Of This Term Requires Written Consent From The Emergency Medical Assistants Licensing Board Po Box 9625 Stn Prov Govt Victoria BC V8W 9P1 Ph: 250 952-4203. Please Scan Your Consent To bcregistries@gov.bc.ca 
285,422,MIDWIFE,Professional Body,Y,Y,"The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 604 742-2230 Fax 604 730-8908",,"Use Of This Term Requires Written Consent From The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 Ph: 604 742-2230 Fax 604 730-8908. Please Scan Your Consent To bcregistries@gov.bc.ca "
285,423,MIDWIFERY,Professional Body,Y,Y,"The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 604 742-2230 Fax 604 730-8908",,"Use Of This Term Requires Written Consent From The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 Ph: 604 742-2230 Fax 604 730-8908. Please Scan Your Consent To bcregistries@gov.bc.ca "
285,424,MIDWIFES,Professional Body,Y,Y,"The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 604 742-2230 Fax 604 730-8908",,"Use Of This Term Requires Written Consent From The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 Ph: 604 742-2230 Fax 604 730-8908. Please Scan Your Consent To bcregistries@gov.bc.ca "
285,425,MIDWIVE,Professional Body,Y,Y,"The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 604 742-2230 Fax 604 730-8908",,"Use Of This Term Requires Written Consent From The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 Ph: 604 742-2230 Fax 604 730-8908. Please Scan Your Consent To bcregistries@gov.bc.ca "
285,426,MIDWIVES,Professional Body,Y,Y,"The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 604 742-2230 Fax 604 730-8908",,"Use Of This Term Requires Written Consent From The College Of Midwives Of British Columbia Suite 207, 1682 West 7Th Avenue, Vancouver, Bc V6J 4S6 Ph: 604 742-2230 Fax 604 730-8908. Please Scan Your Consent To bcregistries@gov.bc.ca "
286,3,211 BC,Goverment,N,,, Please Do Not Allow This Prefix As It Is Proposed For Use By The British Columbia Government ,
286,4,211 SERVICES,Goverment,N,,, Please Do Not Allow This Prefix As It Is Proposed For Use By The British Columbia Government ,
286,5,211 SOCIETY,Goverment,N,,, Please Do Not Allow This Prefix As It Is Proposed For Use By The British Columbia Government ,
286,62,BC 211,Goverment,N,,, Please Do Not Allow This Prefix As It Is Proposed For Use By The British Columbia Government ,
287,638,RICHMOND ASIA,Alert,Y,,,Use Of These Words Together May Not Be Permitted. Please See Deputy Registrar For Clairification ,
287,639,RICHMOND ASIA PACIFIC,Alert,Y,,,Use Of These Words Together May Not Be Permitted. Please See Deputy Registrar For Clairification ,
288,733,ULC,Alert,Y,,,Can Only Be Used At The End Of A Bc Or Extrapro Unlimited Liability Co.  Can Not Be Used As A Prefix ,
288,748,UNLIMITED LIABILITY COMPANY,Alert,Y,,, Can Only Be Used At The End Of A Bc Or Extrapro Unlimited Liability Co.  Can Not Be Used As A Prefix ,
289,378,LEGAL EASE,Professional Body,Y,Y,The Law Society Of British Columbia -  Private Act #161,,Use Of This Term Requires Written Consent From The Law Society Of British Columbia -  Private Act #161. Please Scan Your Consent To bcregistries@gov.bc.ca
289,381,LEGALEASE,Professional Body,Y,Y,The Law Society Of British Columbia -  Private Act #161,,Use Of This Term Requires Written Consent From The Law Society Of British Columbia -  Private Act #161. Please Scan Your Consent To bcregistries@gov.bc.ca
293,677,SLAVE,Vulgar Expression,Y,,,Do Not Approve Without Approval From Deputy Registrar Or Registrar  ,
293,678,SLAVE LABOUR,Vulgar Expression,Y,,,Do Not Approve Without Approval From Deputy Registrar Or Registrar  ,
294,270,GAME,Professional Body,Y,,Canadian Olympic Committee,You may be able to use this term if it is not related to sports. Ie: North Pacific Game Room Ltd.,Use Of This Term Requires Written Consent From Canadian Olympic Committee. Please Scan Your Consent To bcregistries@gov.bc.ca 
294,271,GAMES,Professional Body,Y,,Canadian Olympic Committee,You may be able to use this term if it is not related to sports. Ie: North Pacific Games Ltd.,Use Of This Term Requires Written Consent From Canadian Olympic Committee. Please Scan Your Consent To bcregistries@gov.bc.ca 
294,468,OLYMPIC,Professional Body,Y,Y,Canadian Olympic Committee,,Use Of This Term Requires Written Consent From Canadian Olympic Committee. Please Scan Your Consent To bcregistries@gov.bc.ca 
294,469,OLYMPICS,Professional Body,Y,Y,Canadian Olympic Committee,,Use Of This Term Requires Written Consent From Canadian Olympic Committee. Please Scan Your Consent To bcregistries@gov.bc.ca 
295,280,GEOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,281,GEOMORPHOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,282,GEOPHYSICAL,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,283,GEOPHYSICS,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,284,GEOSCIENCE,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,316,HYDROGEOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,496,PETROLEUM GEOSCIENCE,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
295,550,QUATERNARY GEOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,240,EARTH SCIENCE,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,250,ENVIRONMENTAL GEOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,251,ENVIRONMENTAL GEOSCIENCE,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,255,EXPLORATION GEOSCIENE,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,276,GEOCHEMICAL,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,277,GEOCHEMISTRY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,315,HYDROGEOLOGICAL,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
296,760,VOLCANOLOGY,Professional Body,Y,Y,"The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8085",,"Use Of This Term Requires Written Consent From The Association Of Professional Engineers And Geoscientists Of Bc 200 - 4010 Regent St. Burnaby,Bc V5C 6N2 Ph 604 430-8035 Fax 604 430-8088. Please Scan Your Consent To bcregistries@gov.bc.ca "
